org_name,recipient_id,grant_year,state,service_area__c,service_area_type__c,Attorney_Fee_Awards_LSC,Basic_Field_LSC,Carryover_Funds_LSC,Interest_Investment__Other_Income_LSC,Interest_Investment_Income_LSC,Publication_Income_LSC,Other_Grants_i.e._TIG_Disaster_LSC,Other_Funds_LSC,Attorney_Fee_Awards_NonLSC,Bar_Association_Grants_NonLSC,Carryover_Funds_NonLSC,Community_Development_Block_Grants_NonLSC,Corporate_and_Individual_Contributions_NonLSC,Cy_Pres_Awards_NonLSC,Filing_and_Other_Fees_NonLSC,Filing_Fees_NonLSC,Foundation_Grants_NonLSC,General_State_Grants_NonLSC,HHS_Grants_NonLSC,HUD_Grants_NonLSC,IOLTA_Grants_NonLSC,Local_Grants_NonLSC,Older_Americans_Act_NonLSC,Other_Federal_Grants_NonLSC,Private_Foundation_Grants_NonLSC,Publication_Income_NonLSC,Specific_State_Grants_and_Contracts_NonLSC,State_Grants_NonLSC,Title_XX_of_Social_Security_Act_NonLSC,United_Way_Grants_NonLSC,Violence_Against_Women_Act_NonLSC,Other_Funds_NonLSC,Gross_Fees_and_Receipts_from_Client_Services_Client_Service_Income,Other_Income_Earned_in_ForProfit_Activities_Client_Service_Income,Total_Client_Service_Income,Total_LSC_Funds,Total_NonLSC_Funds,Total_LSC_NonLSC_Funds
"Neighborhood Legal Services, Inc.",233047,2011,NY,NY-24,Basic Field,500,1484005,0,NA,701,30,NA,2520,0,0,0,30441,NA,NA,NA,0,103471,NA,NA,NA,923437,24180,0,1458157,NA,0,NA,879605,0,115492,195678,76920,0,0,0,1487756,3807381,5295137
"Neighborhood Legal Services, Inc.",233047,2012,NY,NY-24,Basic Field,307,1266453,105036,NA,3259,0,NA,0,15731,0,602997,NA,45000,0,0,NA,NA,0,988307,266681,742500,23420,4000,144025,80858,0,1240554,NA,NA,80936,218794,22415,0,0,0,1375055,4476218,5851273
"Neighborhood Legal Services, Inc.",233047,2013,NY,NY-24,Basic Field,1478,1197945,97615,2519,NA,0,0,NA,0,0,686000,NA,21751,0,0,NA,NA,1124051,606111,167739,717500,4750,4000,510911,0,0,499622,NA,NA,70629,181686,73309,0,0,0,1299557,4668059,5967616
"Neighborhood Legal Services, Inc.",233047,2014,NY,NY-24,Basic Field,855,1169481,107133,2360,NA,0,0,NA,59299,0,724441,NA,29878,0,0,NA,NA,1559717,360498,170363,710000,24180,4000,608239,35750,0,720463,NA,NA,79725,163513,52980,0,0,0,1279829,5303046,6582875
"Neighborhood Legal Services, Inc.",233047,2015,NY,NY-24,Basic Field,1524,1194326,117768,2618,NA,0,29462,NA,6879,0,1042121,NA,22633,0,0,NA,NA,1807022,269071,149967,710000,25700,0,646900,67493,0,625630,NA,NA,75683,149834,47500,0,0,0,1345698,5646433,6992131
"Neighborhood Legal Services, Inc.",233047,2016,NY,NY-24,Basic Field,0,1219410,483059,2214,NA,0,13369,NA,2902,0,1170573,NA,26000,0,0,NA,NA,1960247,270302,128874,710000,29360,0,776087,31743,0,740306,NA,NA,79881,200008,52235,0,0,0,1718052,6178518,7896570
"Neighborhood Legal Services, Inc.",233047,2017,NY,NY-24,Basic Field,0,1167291.11,483304,5164,NA,0,452,NA,11390,0,1270739,NA,22972,0,0,NA,NA,1134044,265961,91797,551250,31070,0,625766,0,0,960522,NA,NA,77953,192925,54647,0,0,0,1656211.11,5291036,6947247.11
"Nevada Legal Services, Inc.",829050,2008,NV,MNV,Migrant Worker,0,2438,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,2438,0,2438
"Nevada Legal Services, Inc.",829050,2009,NV,MNV,Migrant Worker,0,2680,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,2680,0,2680
"Nevada Legal Services, Inc.",829050,2010,NV,MNV,Migrant Worker,0,2897,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,2897,0,2897
"Nevada Legal Services, Inc.",829050,2011,NV,MNV,Migrant Worker,0,694,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,694,0,694
"Nevada Legal Services, Inc.",829050,2008,NV,NNV-1,Native American,0,129120,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,129120,0,129120
"Nevada Legal Services, Inc.",829050,2009,NV,NNV-1,Native American,0,142095,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,142095,0,142095
"Nevada Legal Services, Inc.",829050,2010,NV,NNV-1,Native American,0,153209,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,153209,0,153209
"Nevada Legal Services, Inc.",829050,2011,NV,NNV-1,Native American,0,147087,0,NA,0,0,NA,0,0,20000,0,0,NA,NA,NA,0,0,NA,NA,NA,0,3563,0,39339,NA,0,NA,0,0,0,0,0,0,0,0,147087,62902,209989
"Nevada Legal Services, Inc.",829050,2012,NV,NNV-1,Native American,0,125240,129951,NA,0,0,NA,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,56919,0,0,0,NA,NA,0,0,0,0,0,0,255191,56919,312110
"Nevada Legal Services, Inc.",829050,2013,NV,NNV-1,Native American,0,122810,82865,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,114550,0,0,0,NA,NA,0,0,0,0,0,0,205675,114550,320225
"Nevada Legal Services, Inc.",829050,2014,NV,NNV-1,Native American,0,130406,0,0,NA,0,24380,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,43286,0,0,0,NA,NA,0,0,21205,0,0,0,154786,64491,219277
"Nevada Legal Services, Inc.",829050,2015,NV,NNV-1,Native American,0,133300,0,0,NA,0,0,NA,0,0,0,NA,0,0,134862,NA,NA,0,0,0,0,17969,0,37083,0,0,0,NA,NA,0,0,0,0,0,0,133300,189914,323214
"Nevada Legal Services, Inc.",829050,2016,NV,NNV-1,Native American,0,136737,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,24595,0,39810,0,0,0,NA,NA,0,0,0,0,0,0,136737,64405,201142
"Nevada Legal Services, Inc.",829050,2017,NV,NNV-1,Native American,0,136737,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,22955,0,0,0,NA,NA,0,0,24390,0,0,0,136737,47345,184082
"Nevada Legal Services, Inc.",829050,2008,NV,NV-1,Basic Field,0,1840972,77215,NA,3626,0,NA,750,0,6500,0,0,NA,NA,NA,NA,0,NA,NA,NA,120000,183879,97317,67650,NA,0,NA,156105,0,15644,0,45331,0,0,0,1922563,692426,2614989
"Nevada Legal Services, Inc.",829050,2009,NV,NV-1,Basic Field,0,2026024,273057,NA,26,0,NA,0,0,0,0,0,NA,NA,NA,NA,4214,NA,NA,NA,70000,351976,0,36924,NA,0,NA,170547,0,7833,0,40110,0,0,0,2299107,681604,2980711
"Nevada Legal Services, Inc.",829050,2010,NV,NV-1,Basic Field,1500,2187569,466643,NA,0,0,NA,-13811,1500,10000,-127622,0,NA,NA,NA,178380,0,NA,NA,NA,160500,200298,0,51139,NA,0,NA,41383,0,3542,0,129375,0,0,0,2641901,648495,3290396
"Nevada Legal Services, Inc.",829050,2011,NV,NV-1,Basic Field,0,2099222,91944,NA,0,0,NA,5000,0,43695,45675,0,NA,NA,NA,181186,0,NA,NA,NA,175500,285373,71084,96336,NA,0,NA,0,0,2125,0,49884,0,0,0,2196166,950858,3147024
"Nevada Legal Services, Inc.",829050,2012,NV,NV-1,Basic Field,1500,1792073,0,NA,0,0,NA,0,0,20500,0,NA,6218,0,144100,NA,NA,59897,0,54479,186780,226263,0,83000,0,0,118871,NA,NA,0,0,42392,0,0,0,1793573,942500,2736073
"Nevada Legal Services, Inc.",829050,2013,NV,NV-1,Basic Field,0,1977572,0,0,NA,0,0,NA,2500,51876,0,NA,9706,0,138622,NA,NA,0,0,608,198000,265597,67500,92951,0,0,701290,NA,NA,0,0,34546,0,0,0,1977572,1563196,3540768
"Nevada Legal Services, Inc.",829050,2014,NV,NV-1,Basic Field,0,2633647,142090,0,NA,0,0,NA,0,45487,0,NA,0,0,91998,NA,NA,0,0,0,250000,103750,210000,89000,4729,0,521554,NA,NA,0,0,206503,0,0,0,2775737,1523021,4298758
"Nevada Legal Services, Inc.",829050,2015,NV,NV-1,Basic Field,12500,2689598,318560,0,NA,0,0,NA,12500,35978,0,NA,8645,0,120718,NA,NA,0,0,0,292343,110000,210877,82660,0,0,527214,NA,NA,0,0,154354,0,0,0,3020658,1555289,4575947
"Nevada Legal Services, Inc.",829050,2016,NV,NV-1,Basic Field,0,2910480,0,0,NA,0,24365,NA,8146,119883,0,NA,24798,0,95888,NA,NA,0,54791,0,304500,97362,207377,84000,0,0,439572,NA,NA,0,0,170751,0,0,0,2934845,1607068,4541913
"Nevada Legal Services, Inc.",829050,2017,NV,NV-1,Basic Field,0,2892584.78,0,180,NA,0,0,NA,0,10000,0,NA,604636,120,118331,NA,NA,166681,0,0,398743,0,180455,90000,89485,0,0,NA,NA,0,0,33413,0,0,0,2892764.78,1691864,4584628.78
New Mexico Legal Aid,732010,2008,NM,MNM,Migrant Worker,0,84622,0,NA,0,0,NA,1852,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,86474,0,86474
New Mexico Legal Aid,732010,2009,NM,MNM,Migrant Worker,0,93128,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,93128,0,93128
New Mexico Legal Aid,732010,2010,NM,MNM,Migrant Worker,0,100554,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,100554,0,100554
New Mexico Legal Aid,732010,2011,NM,MNM,Migrant Worker,0,96397,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,96397,0,96397
New Mexico Legal Aid,732010,2012,NM,MNM,Migrant Worker,0,82266,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,82266,0,82266
New Mexico Legal Aid,732010,2013,NM,MNM,Migrant Worker,0,80589,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,5000,0,0,NA,NA,0,0,0,0,0,0,80589,5000,85589
New Mexico Legal Aid,732010,2014,NM,MNM,Migrant Worker,0,85543,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,85543,0,85543
New Mexico Legal Aid,732010,2015,NM,MNM,Migrant Worker,0,87360,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,87360,0,87360
New Mexico Legal Aid,732010,2016,NM,MNM,Migrant Worker,0,89614,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,89614,0,89614
New Mexico Legal Aid,732010,2017,NM,MNM,Migrant Worker,0,92653,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,92653,0,92653
New Mexico Legal Aid,732010,2008,NM,NM-5,Basic Field,0,2653055,636694,NA,10625,0,NA,25000,0,104716,0,0,NA,NA,NA,NA,75007,NA,NA,NA,0,80626,0,0,NA,0,NA,1921812,0,44128,135224,19953,0,0,0,3325374,2381466,5706840
New Mexico Legal Aid,732010,2009,NM,NM-5,Basic Field,0,2919726,0,NA,6357,0,NA,1227,0,124507,0,0,NA,NA,NA,NA,98868,NA,NA,NA,0,44159,0,22877,NA,0,NA,2349367,0,64130,0,146948,0,0,0,2927310,2850856,5778166
New Mexico Legal Aid,732010,2010,NM,NM-5,Basic Field,1283,3152541,387023,NA,2557,0,NA,601,1283,24070,0,0,NA,NA,NA,0,107480,NA,NA,NA,0,40305,0,0,NA,0,NA,1805606,0,28169,32244,266950,0,0,0,3544005,2306107,5850112
New Mexico Legal Aid,732010,2011,NM,NM-5,Basic Field,0,3022221,0,NA,1258,0,NA,15847,3407,8799,0,0,NA,NA,NA,0,35000,NA,NA,NA,0,43041,0,0,NA,0,NA,1823816,0,66107,5253,175919,0,0,0,3039326,2161342,5200668
New Mexico Legal Aid,732010,2012,NM,NM-5,Basic Field,5962,2579171,271322,NA,1577,0,NA,14500,3576,33774,0,NA,69727,0,589741,NA,NA,638887,0,0,80196,38592,0,0,15000,0,516916,NA,NA,80709,0,103128,0,0,0,2872532,2170246,5042778
New Mexico Legal Aid,732010,2013,NM,NM-5,Basic Field,3076,2478184,210065,913,NA,0,3005,NA,2071,106156,334727,NA,81173,0,652413,NA,NA,639493,0,0,80704,60635,0,0,10000,0,993909,NA,NA,42528,0,11394,0,0,0,2695243,3015203,5710446
New Mexico Legal Aid,732010,2014,NM,NM-5,Basic Field,3713,2515217,229697,1222,NA,0,120215,NA,8470,0,0,NA,83974,0,0,NA,NA,1437327,0,0,156135,0,0,14423,11000,0,946690,NA,NA,55746,0,45309,0,0,0,2870064,2759074,5629138
New Mexico Legal Aid,732010,2015,NM,NM-5,Basic Field,682,2568653,186316,1213,NA,0,91127,NA,7783,0,0,NA,85933,0,0,NA,NA,1620753,0,0,0,225597,0,0,9388,0,741466,NA,NA,66855,0,376690,0,0,0,2847991,3134465,5982456
New Mexico Legal Aid,732010,2016,NM,NM-5,Basic Field,0,2708705,0,1200.24,NA,0,313565,NA,64185,0,0,NA,49530,14586,0,NA,NA,1450455,0,0,0,195658,0,0,29025,0,916393,NA,NA,70671,0,156767,0,0,0,3023470.24,2947270,5970740.24
New Mexico Legal Aid,732010,2017,NM,NM-5,Basic Field,14000,2705152,0,2500,NA,0,134740,NA,61000,0,0,NA,0,20000,0,NA,NA,458155,0,0,0,0,0,382830,110935,0,0,NA,NA,0,0,2176225,0,0,0,2856392,3209145,6065537
New Mexico Legal Aid,732010,2008,NM,NNM-4,Native American,0,451172,0,NA,0,0,NA,1608,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,452780,0,452780
New Mexico Legal Aid,732010,2009,NM,NNM-4,Native American,0,496521,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,496521,0,496521
New Mexico Legal Aid,732010,2010,NM,NNM-4,Native American,0,535341,12115,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,8906,0,0,NA,0,NA,0,0,0,0,5467,0,0,0,547456,14373,561829
New Mexico Legal Aid,732010,2011,NM,NNM-4,Native American,0,513951,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,57999,NA,0,NA,0,0,0,0,0,0,0,0,513951,57999,571950
New Mexico Legal Aid,732010,2012,NM,NNM-4,Native American,0,437612,122585,NA,0,0,NA,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,40113,0,0,0,NA,NA,0,0,0,0,0,0,560197,40113,600310
New Mexico Legal Aid,732010,2013,NM,NNM-4,Native American,0,429121,40048,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,99496,0,0,0,NA,NA,0,0,0,0,0,0,469169,99496,568665
New Mexico Legal Aid,732010,2014,NM,NNM-4,Native American,0,455664,0,131,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,81138,0,0,0,NA,NA,0,0,0,0,0,0,455795,81138,536933
New Mexico Legal Aid,732010,2015,NM,NNM-4,Native American,1500,465776,0,500,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,36695,0,0,0,NA,NA,0,0,0,0,0,0,467776,36695,504471
New Mexico Legal Aid,732010,2016,NM,NNM-4,Native American,0,477790,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,61848,0,0,0,NA,NA,0,0,0,0,0,0,477790,61848,539638
New Mexico Legal Aid,732010,2017,NM,NNM-4,Native American,0,477790,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,36174,0,0,0,NA,NA,0,0,0,0,0,0,477790,36174,513964
"North Mississippi Rural Legal Services, Inc.",625040,2008,MS,MS-9,Basic Field,0,1944353,228615,NA,8022,0,NA,0,0,0,93392,0,NA,NA,NA,NA,0,NA,NA,NA,515500,0,83123,113438,NA,0,NA,296414,0,0,0,5030,0,0,0,2180990,1106897,3287887
"North Mississippi Rural Legal Services, Inc.",625040,2009,MS,MS-9,Basic Field,0,2139788,62310,NA,1155,0,NA,0,0,0,102169,0,NA,NA,NA,NA,0,NA,NA,NA,390000,0,79304,104592,NA,0,NA,202872,0,0,8000,7000,0,0,0,2203253,893937,3097190
"North Mississippi Rural Legal Services, Inc.",625040,2010,MS,MS-9,Basic Field,0,2310412,70046,NA,2408,0,NA,10000,0,0,38782,0,NA,NA,NA,211854,0,NA,NA,NA,77500,0,79829,127000,NA,0,NA,15050,0,0,2000,81953,0,0,0,2392866,633968,3026834
"North Mississippi Rural Legal Services, Inc.",625040,2011,MS,MS-9,Basic Field,0,2214904,151969,NA,721,0,NA,330,0,0,45828,0,NA,NA,NA,161964,0,NA,NA,NA,69250,0,79980,117341,NA,0,NA,46993,0,0,18018,22250,0,0,0,2367924,561624,2929548
"North Mississippi Rural Legal Services, Inc.",625040,2012,MS,MS-9,Basic Field,0,1890204,108004,NA,599,0,NA,0,0,0,50272,NA,0,0,181033,NA,NA,38266,0,0,97650,38500,71532,77947,0,0,95102,NA,NA,0,21130,11479,0,0,0,1998807,682911,2681718
"North Mississippi Rural Legal Services, Inc.",625040,2013,MS,MS-9,Basic Field,0,1777994,0,226,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,201761,0,0,37500,11000,63332,82535,0,0,271923,NA,NA,0,0,25834,0,0,0,1778220,693885,2472105
"North Mississippi Rural Legal Services, Inc.",625040,2014,MS,MS-9,Basic Field,0,1710940,323211,189,NA,0,14411,NA,0,0,19957,NA,49771,0,113866,NA,NA,36713,0,21071,41860,25700,96643,85000,0,0,211414,NA,NA,0,0,1000,0,0,0,2048751,702995,2751746
"North Mississippi Rural Legal Services, Inc.",625040,2015,MS,MS-9,Basic Field,0,1747289,316072,257,NA,0,0,NA,0,0,0,NA,3810,0,332003,NA,NA,5750,0,30172,36210,26200,94724,88540,0,0,118821,NA,NA,0,0,0,0,0,0,2063618,736230,2799848
"North Mississippi Rural Legal Services, Inc.",625040,2016,MS,MS-9,Basic Field,0,1619121,179123,73706,NA,0,0,NA,0,0,0,NA,0,0,221420,NA,NA,21025,0,18401,32350,26200,92735,120839,48100,0,136500,NA,NA,0,15527,0,0,0,0,1871950,733097,2605047
"North Mississippi Rural Legal Services, Inc.",625040,2017,MS,MS-9,Basic Field,0,1605360,85470,875,NA,0,5000,NA,8857,0,163918,NA,0,0,204310,NA,NA,24526,0,18400,33500,17000,96335,106316,0,0,3225,NA,NA,0,171449,20194,0,0,0,1696705,868030,2564735
"North Penn Legal Services, Inc.",339070,2008,PA,PA-24,Basic Field,0,1742050,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,322464,131265,171852,31157,NA,0,NA,2535415,613339,20389,0,83146,0,0,0,1742050,3909027,5651077
"North Penn Legal Services, Inc.",339070,2009,PA,PA-24,Basic Field,0,1916960,0,NA,0,0,NA,34600,0,0,0,0,NA,NA,NA,NA,4568,NA,NA,NA,262600,129985,226479,6636,NA,0,NA,2091915,631464,32727,22338,128413,0,0,0,1951560,3537125,5488685
"North Penn Legal Services, Inc.",339070,2010,PA,PA-24,Basic Field,0,2069816,0,NA,0,0,NA,24000,0,5000,0,0,NA,NA,NA,1232750,2243,NA,NA,NA,262500,136872,201502,252958,NA,0,NA,895585,633596,22715,30349,154939,0,0,0,2093816,3831009,5924825
"North Penn Legal Services, Inc.",339070,2011,PA,PA-24,Basic Field,0,1984254,21555,NA,0,0,NA,12900,0,7720,0,17005,NA,NA,NA,1590554,70,NA,NA,NA,240425,310551,209954,252932,NA,0,NA,784096,613185,7844,40581,174437,0,0,0,2018709,4249354,6268063
"North Penn Legal Services, Inc.",339070,2012,PA,PA-24,Basic Field,0,1693367,155839,NA,0,0,NA,0,0,5000,0,NA,41275,0,1269362,NA,NA,816661,620544,0,198025,348319,218079,24656,0,0,0,NA,NA,11764,55423,117765,0,0,0,1849206,3726873,5576079
"North Penn Legal Services, Inc.",339070,2013,PA,PA-24,Basic Field,0,1673276,102163,0,NA,0,15000,NA,0,50000,0,NA,7023,183287,1182053,NA,NA,917534,627685,0,2.00E+05,378024,244787,0,5000,0,0,NA,NA,1901,31765,199075,0,0,0,1790439,4028134,5818573
"North Penn Legal Services, Inc.",339070,2014,PA,PA-24,Basic Field,0,1811521,110975,0,NA,0,16600,NA,0,60000,108715,NA,3933,0,1272925,NA,NA,571709,639708,94356,309630,363450,261254,6252,0,0,0,NA,NA,13404,26214,136986,0,0,0,1939096,3868536,5807632
"North Penn Legal Services, Inc.",339070,2015,PA,PA-24,Basic Field,0,1850007,114167,0,NA,0,15700,NA,18640,83500,0,NA,53306,183570,1254581,NA,NA,526784,654211,102079,195840,272534,305755,0,2000,0,0,NA,NA,35303,35560,117667,0,0,0,1979874,3841330,5821204
"North Penn Legal Services, Inc.",339070,2016,PA,PA-24,Basic Field,0,1883365,143569,0,NA,0,8800,NA,0,147170,0,NA,24170,90692,1341508,NA,NA,523156,667628,84935,208945,23978,383778,0,57500,0,0,NA,NA,42496,21363,104338,0,0,0,2035734,3721657,5757391
"North Penn Legal Services, Inc.",339070,2017,PA,PA-24,Basic Field,0,1880615,0,0,NA,0,9555,NA,0,155000,0,NA,31828,31574,1451233,NA,NA,574986,644231,52326,245844,15000,545007,0,157500,0,0,NA,NA,34875,157464,126975,0,0,0,1890170,4223843,6114013
"Northeast Legal Aid, Inc.",122090,2008,MA,MA-4,Basic Field,0,804133,86118,NA,665,0,NA,37966,0,86056,113715,0,NA,NA,NA,NA,0,NA,NA,NA,141850,0,76647,0,NA,0,NA,0,0,0,0,439157,0,0,0,928882,857425,1786307
"Northeast Legal Aid, Inc.",122090,2009,MA,MA-4,Basic Field,0,884960,72868,NA,613,0,NA,7325,0,141487,189905,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,78166,0,NA,0,NA,0,0,0,0,410285,0,0,0,965766,819843,1785609
"Northeast Legal Aid, Inc.",122090,2010,MA,MA-4,Basic Field,450,955525,121230,NA,231,0,NA,5892,0,0,174770,0,NA,NA,NA,0,0,NA,NA,NA,92744,0,65166,0,NA,0,NA,0,0,0,0,409591,0,0,0,1083328,742271,1825599
"Northeast Legal Aid, Inc.",122090,2011,MA,MA-4,Basic Field,664,916026,100397,NA,194,0,NA,9640,0,0,0,0,NA,NA,NA,0,10000,NA,NA,NA,81375,0,70036,0,NA,0,NA,0,0,0,0,387653,0,0,0,1026921,549064,1575985
"Northeast Legal Aid, Inc.",122090,2012,MA,MA-4,Basic Field,4642,781739,49473,NA,84,0,NA,0,0,0,328587,NA,15399,0,0,NA,NA,0,0,0,55000,0,73103,0,10000,0,60436,NA,NA,0,0,376397,0,0,0,835938,918922,1754860
"Northeast Legal Aid, Inc.",122090,2013,MA,MA-4,Basic Field,8750,749948,82685,94,NA,0,0,NA,0,0,272160,NA,11882,0,0,NA,NA,0,0,0,43333,0,77353,0,0,0,176307,NA,NA,0,0,377914,0,0,0,841477,958949,1800426
"Northeast Legal Aid, Inc.",122090,2014,MA,MA-4,Basic Field,2800,758261,76254,3049,NA,0,0,NA,6757,0,212229,NA,0,84166,0,NA,NA,837544,0,22677,80345,0,109692,18875,41612,0,822302,NA,NA,0,0,316934,0,0,0,840364,2553133,3393497
"Northeast Legal Aid, Inc.",122090,2015,MA,MA-4,Basic Field,9350,774370,64769,7953,NA,0,0,NA,43211,0,468851,NA,1165,0,0,NA,NA,1591848,0,57665,104916,0,135862,29110,152916,0,896793,NA,NA,0,0,496594,0,0,0,856442,3978931,4835373
"Northeast Legal Aid, Inc.",122090,2016,MA,MA-4,Basic Field,8310,806693,62779,4958,NA,0,0,NA,4612,0,833074,NA,664,0,0,NA,NA,1750738,0,42674,182478,0,135962,36595,166479,0,963782,NA,NA,0,0,498534,0,0,0,882740,4615592,5498332
"Northeast Legal Aid, Inc.",122090,2017,MA,MA-4,Basic Field,15893,803653,71246,8329,NA,0,0,NA,19926,0,1671734,NA,17652,10219,0,NA,NA,1912443,0,0,157832,14124,151090,41886,167714,0,1227175,NA,NA,0,0,392439,0,0,0,899121,5784234,6683355
Northeast New Jersey Legal Services Corporation,331050,2008,NJ,NJ-18,Basic Field,0,1717685,162070,NA,2000,0,NA,0,0,0,1178859,0,NA,NA,NA,NA,0,NA,NA,NA,4111043,28000,240767,0,NA,0,NA,4071898,0,0,63750,412373,0,0,0,1881755,10106690,11988445
Northeast New Jersey Legal Services Corporation,331050,2009,NJ,NJ-18,Basic Field,0,1894206,263996,NA,1389,0,NA,240,0,0,432052,20000,NA,NA,NA,NA,57071,NA,NA,NA,1084800,261998,277966,61019,NA,0,NA,8056015,0,0,0,616943,0,0,0,2159831,10867864,13027695
Northeast New Jersey Legal Services Corporation,331050,2010,NJ,NJ-18,Basic Field,0,2045247,0,NA,259,0,NA,200,0,0,1037990,26367,NA,NA,NA,0,46685,NA,NA,NA,532959,102720,3.00E+05,650320,NA,0,NA,6081079,0,0,41680,79428,0,0,0,2045706,8899228,10944934
Northeast New Jersey Legal Services Corporation,331050,2011,NJ,NJ-18,Basic Field,1500,1960701,0,NA,289,0,NA,0,1000,0,1311885,14839,NA,NA,NA,0,44843,NA,NA,NA,542384,15210,258117,503619,NA,0,NA,3771267,0,0,45823,101190,0,0,0,1962490,6610177,8572667
Northeast New Jersey Legal Services Corporation,331050,2012,NJ,NJ-18,Basic Field,0,1673267,-1194,NA,0,0,NA,0,2500,0,1012010,NA,24397,159462,0,NA,NA,3288116,312836,4194,357374,12562,240000,67000,58734,0,0,NA,NA,0,83465,71238,0,0,0,1672073,5693888,7365961
Northeast New Jersey Legal Services Corporation,331050,2013,NJ,NJ-18,Basic Field,0,1598126,157820,0,NA,0,29925,NA,31358,0,1214477,NA,3289,159462,0,NA,NA,3328636,318895,30173,173826,15110,267000,80000,64217,0,0,NA,NA,0,86342,210037,0,0,0,1785871,5982822,7768693
Northeast New Jersey Legal Services Corporation,331050,2014,NJ,NJ-18,Basic Field,12114,1598433,172122,17745,NA,0,112596,NA,0,0,1300176,NA,12139,34378,0,NA,NA,3096695,0,32944,238288,0,235000,385853,886,0,0,NA,NA,0,55000,188614,0,0,0,1913010,5579973,7492983
