org_name,recipient_id,grant_year,state,service_area__c,service_area_type__c,lsc_expenditures__c_Audit_Non_Personnel_Expenses,lsc_expenditures__c_Contract_Services_to_Clients_Non_Personnel_Expenses,lsc_expenditures__c_Contract_Services_to_Recipient_Non_Personnel_Expenses,lsc_expenditures__c_Dues_and_Fees_Non_Personnel_Expenses,lsc_expenditures__c_Employee_Benefits_Personnel_Expenses,lsc_expenditures__c_Equipment_Rental_Non_Personnel_Expenses,lsc_expenditures__c_Insurance_Non_Personnel_Expenses,lsc_expenditures__c_Lawyers_Wages_Personnel_Expenses,lsc_expenditures__c_Library_Non_Personnel_Expenses,lsc_expenditures__c_Litigation_Non_Personnel_Expenses,lsc_expenditures__c_Mortgage_Payments_Non_Personnel_Expenses,lsc_expenditures__c_Office_Supplies_Non_Personnel_Expenses,lsc_expenditures__c_Other_Non_Personnel_Expenses,lsc_expenditures__c_Other_Space_Expense_Non_Personnel_Expenses,lsc_expenditures__c_Other_Staff_Wages_Personnel_Expenses,lsc_expenditures__c_Paralegals_Wages_Personnel_Expenses,lsc_expenditures__c_Property_Acquisition_Non_Personnel_Expenses,lsc_expenditures__c_Purchase_Payments_Non_Personnel_Expenses,lsc_expenditures__c_Space_Rent_Lease_Non_Personnel_Expenses,lsc_expenditures__c_Telephone_Non_Personnel_Expenses,lsc_expenditures__c_Training_Board_Non_Personnel_Expenses,lsc_expenditures__c_Training_Staff_Other_Non_Personnel_Expenses,lsc_expenditures__c_Travel_Board_Non_Personnel_Expenses,lsc_expenditures__c_Travel_Staff_Other_Non_Personnel_Expenses,non_lsc_expenditures__c_Audit_Non_Personnel_Expenses,non_lsc_expenditures__c_Contract_Services_to_Clients_Non_Personnel_Expenses,non_lsc_expenditures__c_Contract_Services_to_Recipient_Non_Personnel_Expenses,non_lsc_expenditures__c_Dues_and_Fees_Non_Personnel_Expenses,non_lsc_expenditures__c_Employee_Benefits_Personnel_Expenses,non_lsc_expenditures__c_Equipment_Rental_Non_Personnel_Expenses,non_lsc_expenditures__c_Insurance_Non_Personnel_Expenses,non_lsc_expenditures__c_Lawyers_Wages_Personnel_Expenses,non_lsc_expenditures__c_Library_Non_Personnel_Expenses,non_lsc_expenditures__c_Litigation_Non_Personnel_Expenses,non_lsc_expenditures__c_Mortgage_Payments_Non_Personnel_Expenses,non_lsc_expenditures__c_Office_Supplies_Non_Personnel_Expenses,non_lsc_expenditures__c_Other_Non_Personnel_Expenses,non_lsc_expenditures__c_Other_Space_Expense_Non_Personnel_Expenses,non_lsc_expenditures__c_Other_Staff_Wages_Personnel_Expenses,non_lsc_expenditures__c_Paralegals_Wages_Personnel_Expenses,non_lsc_expenditures__c_Property_Acquisition_Non_Personnel_Expenses,non_lsc_expenditures__c_Purchase_Payments_Non_Personnel_Expenses,non_lsc_expenditures__c_Space_Rent_Lease_Non_Personnel_Expenses,non_lsc_expenditures__c_Telephone_Non_Personnel_Expenses,non_lsc_expenditures__c_Training_Board_Non_Personnel_Expenses,non_lsc_expenditures__c_Training_Staff_Other_Non_Personnel_Expenses,non_lsc_expenditures__c_Travel_Board_Non_Personnel_Expenses,non_lsc_expenditures__c_Travel_Staff_Other_Non_Personnel_Expenses,Total_lsc_expenditures__c,Total_non_lsc_expenditures__c,Total_lsc_nonlsc_expenditures__c,Total_Personnel_Expenses,Total_Non_Personnel_Expenses
"Puerto Rico Legal Services, Inc.",253010,2016,PR,MPR,Migrant Worker,0,0,0,0,75900,928,1143,60438,3025,36,0,212,118,1760,11729,60688,0,336,0,1517,0,525,0,6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225076,0,225076,208755,16321
"Puerto Rico Legal Services, Inc.",253010,2016,PR,PR-1,Basic Field,4000,711774,142204,0,3136769,30074,21128,4755360,27402,202350,0,59531,167118,0,1112891,0,11718,3671,0,64390,0,10883,25545,86113,0,0,70851,38995,1956468,86158,71931,130488,17553,38749,116859,34695,293216,20060,1754331,199914,24207,49317,492325,37583,0,5625,4988,37009,10572921,5481322,16054243,13046221,3008022
"Puerto Rico Legal Services, Inc.",253010,2017,PR,MPR,Migrant Worker,574,0,24,0,58015,971,1898,41441,6467,0,8269,688,1763,160,16960,51562,0,0,934,1759,0,750,0,5508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197743,0,197743,167978,29765
"Puerto Rico Legal Services, Inc.",253010,2017,PR,PR-1,Basic Field,21850,744468.87,165507,0,3495849,50252,40929,4345368,23217,163264,0,37594,219661,2947,952388,66778,0,0,225246,59758,0,15733,29514,65389,5900,650,83269,37150,1153935,70819,40941,118755,24703,49443,114787,60135,159652,6553,1472284,117504,3334,0,221619,36746,0,85,3291,28029,10725712.87,3809584,14535296.87,11722861,2812435.87
"Rhode Island Legal Services, Inc.",140000,2008,RI,RI-1,Basic Field,6465,697,5591,2327,226845,0,8981,424492,4449,527,0,12731,5487,22437,153795,191728,0,0,634,6295,0,3408,0,1786,16535,270245,22574,25008,539242,0,22968,1013928,10264,575,0,35231,43487,52000,398988,368589,0,0,7366,15224,0,9794,0,10028,1078675,2862046,3940721,3317607,623114
"Rhode Island Legal Services, Inc.",140000,2009,RI,RI-1,Basic Field,6465,562,7247,1886,223859,0,6997,475009,4447,696,0,11254,3595,24874,98255,300027,0,0,2480,4733,0,3950,0,1741,16535,219271,24493,13273,499336,0,17859,933623,9267,458,0,25552,41169,51899,240737,304491,0,0,5520,10199,0,18839,0,8027,1178077,2440548,3618625,3075337,543288
"Rhode Island Legal Services, Inc.",140000,2010,RI,RI-1,Basic Field,10300,1058,15512,5339,328516,0,8534,476654,6285,2566,0,16637,8694,33747,109552,238326,0,0,2480,7299,0,6270,0,3987,13654,226919,22540,27829,513010,0,12503,1407258,8205,2427,0,24489,20941,43034,191747,372835,0,0,5520,11591,0,13349,0,8787,1281756,2926638,4208394,3637898,570496
"Rhode Island Legal Services, Inc.",140000,2011,RI,RI-1,Basic Field,7152,0,43442,0,282923,0,6558,549741,3956,787,0,13852,8637,23999,92609,179731,0,0,2560,6151,0,3348,0,3324,15198,209684,0,9786,601212,0,13937,1151053,8406,1673,0,29437,18354,50998,196793,381927,0,0,5440,13072,0,7115,0,7063,1228770,2721148,3949918,3435989,513929
"Rhode Island Legal Services, Inc.",140000,2012,RI,RI-1,Basic Field,11088,823,17111,6738,368623,0,9056,407211,2247,453,0,9744,3240,21129,139463,122897,0,0,4480,7590,0,2032,0,4200,11912,201629,21559,9166,421377,0,9706,1081286,2164,2929,0,23912,46014,49561,318734,309280,0,0,3520,12036,0,8790,0,4779,1138125,2538354,3676479,3168871,507608
"Rhode Island Legal Services, Inc.",140000,2013,RI,RI-1,Basic Field,10724,585,33188,1113,248598,0,8735,297552,3643,610,0,21292,6474,50266,132673,139563,0,0,6632,11400,0,10510,0,1320,12276,275653,14604,18520,461400,0,14458,1409661,2316,774,0,15065,8793,32646,259289,158633,0,0,1368,10072,0,23661,0,3740,984878,2722929,3707807,3107369,600438
"Rhode Island Legal Services, Inc.",140000,2014,RI,RI-1,Basic Field,7239,1904,16821,0,260866,0,8011,266334,4859,1381,0,16963,4420,45826,123442,150979,0,0,6032,9079,0,12479,0,1979,8061,251179,41344,18841,521524,0,9038,1381716,7197,992,0,32507,12007,36058,203676,257600,0,0,1968,8680,0,8084,0,5126,938614,2805598,3744212,3166137,578075
"Rhode Island Legal Services, Inc.",140000,2015,RI,RI-1,Basic Field,6843,1978,17333,0,303289,0,8147,260767,3780,434,0,16990,4168,50387,115194,155101,0,0,4813,10248,0,6805,0,282,10222,151097,39237,20751,476358,0,12887,1434359,5888,2046,0,18727,13417,41905,192524,216504,0,0,3187,9017,0,7319,0,8589,966559,2664034,3630593,3154096,476497
"Rhode Island Legal Services, Inc.",140000,2016,RI,RI-1,Basic Field,7926.42,1931.85,16174.24,0,257877.86,2720.53,10255.53,369836.93,3963.24,885.09,0,15812,20096.66,33863.95,119056.89,113683,0,0,3756.84,9571.83,0,6709.86,0,343.86,8638.62,151625.42,24255.19,15930.85,456650.08,3410.94,13309.66,1338247.53,5730.16,828.36,0,19198.72,68226.76,43682.94,187737.55,237069.25,0,0,4243.2,8117.77,0,10013.99,0,7742.51,994466.58,2604659.5,3599126.08,3080159.09,518966.99
"Rhode Island Legal Services, Inc.",140000,2017,RI,RI-1,Basic Field,8483,2989,19182,0,191153,0,11432,365812,4667,719,0,20225,19410,44169,162703,141183,0,0,5040,9045,0,3056,0,867,9132,161987,29110,20250,515749,0,16836,1450293,6420,1428,0,23308,76649,52273,257882,207266,0,0,2960,7746,0,14822,0,7535,1010135,2861646,3871781,3292041,579740
"South Carolina Legal Services, Inc.",641030,2008,SC,MSC,Migrant Worker,0,0,5002,405,29141,811,1424,55606,2,475,0,5903,1251,3224,38260,0,0,0,48,3591,0,14972,0,7735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167850,0,167850,123007,44843
"South Carolina Legal Services, Inc.",641030,2008,SC,SC-8,Basic Field,49140,396383,126229,17113,658027,36246,33851,1256355,10101,26291,14891,126928,18119,191184,880231,325239,0,31288,90181,315399,2035,158248,319,122433,14757,9922,49784,18168,617840,17788,25222,1797386,5990,2265,74752,55169,198429,27720,774826,309766,125155,38,21621,164462,615,40189,0,31652,4886231,4383516,9269747,6619670,2650077
"South Carolina Legal Services, Inc.",641030,2009,SC,MSC,Migrant Worker,645,0,1729,695,32536,606,698,90810,265,330,0,3354,239,3900,37661,0,0,0,162,4108,0,7430,0,5549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190717,0,190717,161007,29710
"South Carolina Legal Services, Inc.",641030,2009,SC,SC-8,Basic Field,37248,470554,170728,17150,927581,36053,18768,1625383,17530,41855,10198,101645,28315,107663,845358,222478,0,55285,61679,230655,2466,104207,112,78995,11207,10686,35312,17690,546405,21166,14638,1659463,9540,659,74634,61808,9837,38151,662594,264166,0,116848,18946,77033,0,14355,958,39045,5211906,3705141,8917047,6753428,2163619
"South Carolina Legal Services, Inc.",641030,2010,SC,MSC,Migrant Worker,967,0,5446,590,43095,701,1167,89017,204,95,0,5242,699,4251,47779,0,0,0,0,3617,0,18264,0,6689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227823,0,227823,179891,47932
"South Carolina Legal Services, Inc.",641030,2010,SC,SC-8,Basic Field,30460,523317,122516,19563,953183,28753,40963,1643615,16079,32840,34270,132248,38593,134312,1070861,294232,0,12032,58759,221679,4787,77169,1415,69584,63915,64247,11866,17682,447326,20684,13695,1660313,6419,5817,114143,71154,12651,26841,381343,236548,0,18416,35809,66384,971,48814,39,36760,5561230,3361837,8923067,6687421,2235646
"South Carolina Legal Services, Inc.",641030,2011,SC,MSC,Migrant Worker,586,90,6626,488,40318,999,2189,83121,393,0,0,7866,469,4688,54713,10191,0,0,359,3926,0,12344,0,19222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248588,0,248588,188343,60245
"South Carolina Legal Services, Inc.",641030,2011,SC,SC-8,Basic Field,22880,442972,107115,20625,1019882,40962,45804,1698080,23213,39083,0,127889,33784,105483,971702,250516,0,19901,68945,204835,158,76691,242,56244,5866,27974,53964,17260,427874,20095,13880,1592957,9017,12426,62545,65388,27543,37609,493735,330414,0,56476,21381,61732,198,31044,69,53280,5377006,3422727,8799733,6785160,2014573
"South Carolina Legal Services, Inc.",641030,2012,SC,MSC,Migrant Worker,630,0,7279,617,28991,1005,1384,81391,509,580,0,7124,1045,6547,11643,54857,0,0,0,4252,28,9733,0,9566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227181,0,227181,176882,50299
"South Carolina Legal Services, Inc.",641030,2012,SC,SC-8,Basic Field,21420,248667,106219,19057,976059,27964,33040,1538267,28700,45052,0,109719,26002,107624,859732,180933,0,0,67453,157512,515,68233,0,46892,9450,845,76551,19423,482835,27767,18455,1535099,10987,56441,54895,107923,40583,110867,760830,391490,0,137149,4562,89892,145,35793,550,35133,4669060,4007665,8676725,6725245,1951480
"South Carolina Legal Services, Inc.",641030,2013,SC,MSC,Migrant Worker,659,0,6907,565,35002,839,1322,61608,492,1743,0,7354,1017,4827,0,65616,0,0,421,3785,0,7368,0,4752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204277,0,204277,162226,42051
"South Carolina Legal Services, Inc.",641030,2013,SC,SC-8,Basic Field,26578,355754,93987,16191,1022207,29972,31649,1487648,27318,52125,0,100251,31452,91020,848992,170731,0,0,65584,127321,1970,69469,537,47351,15313,7228,83165,28717,471972,28402,17272,1520925,10719,23024,50742,101443,42173,82094,717243,336141,27980,155927,20470,86817,556,31060,151,29782,4698107,3889316,8587423,6575859,2011564
"South Carolina Legal Services, Inc.",641030,2014,SC,MSC,Migrant Worker,696,0,7196,430,32012,277,654,64138,254,0,0,5537,662,1447,338,29645,0,0,121,3850,0,11291,0,2897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161445,0,161445,126133,35312
"South Carolina Legal Services, Inc.",641030,2014,SC,SC-8,Basic Field,21947,515336,108618,16265,1110730,30088,29284,1671581,23854,59969,0,122020,18596,106053,861956,257194,0,14553,67582,137801,3347,96438,629,46286,12128,1810,81986,7917,405062,27893,16455,1335171,11289,32153,46462,89834,34443,59013,684660,176908,0,230006,20444,83891,2185,36467,310,24991,5320127,3421478,8741605,6503262,2238343
"South Carolina Legal Services, Inc.",641030,2015,SC,MSC,Migrant Worker,642,0,7100,395,33432,113,937,67878,51,150,0,7685,674,651,2909,32949,0,0,66,4539,0,3483,0,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165556,0,165556,137168,28388
"South Carolina Legal Services, Inc.",641030,2015,SC,SC-8,Basic Field,24335,514175,132394,20645,1117873,44390,42749,1616937,35089,53428,0,243187,16058,117376,970496,156719,0,23757,75407,161901,11688,119443,1948,50248,7087,16569,54369,17735,498595,27065,15907,1435339,13000,20547,106042,83098,66821,43310,596121,330283,0,25405,24200,57365,2195,32054,407,18892,5550243,3492406,9042649,6722363,2320286
"South Carolina Legal Services, Inc.",641030,2016,SC,MSC,Migrant Worker,856,8519,0,410,25292,96,847,58213,14,44,0,6529,0,567,0,34062,0,0,78,4689,0,7666,0,4903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152785,0,152785,117567,35218
"South Carolina Legal Services, Inc.",641030,2016,SC,SC-8,Basic Field,36645,525656,140587,27739,1008127,35470,41400,1745151,36502,48067,0,125978,6359,149393,1086371,205763,0,0,78841,130373,3697,126188,2188,38832,9252,5675,60326,11187,643212,18263,13096,1676103,16042,20568,106042,82900,89783,55109,488772,326017,0,0,30081,44006,567,41112,383,19474,5599327,3757970,9357297,7179516,2177781
"South Carolina Legal Services, Inc.",641030,2017,SC,MSC,Migrant Worker,440,0,6055,180,35664,67,1091,85604,0,32,0,6635,104,339,0,34594,17967,0,36,3302,0,3719,0,3069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198898,0,198898,155862,43036
"South Carolina Legal Services, Inc.",641030,2017,SC,SC-8,Basic Field,36580,420147,187379,28320,868418,46668,52210,1571147,26264,43435,0,176754,7116,130355,1065464,218491,51310,0,83937,138513,4695,108474,1460,40302,7058,195,37134,11280,888784,17380,10492,1912958,14845,17245,106042,103752,44856,28081,575119,458795,43463,0,32415,37252,0,69882,0,19714,5307439,4436742,9744181,7559176,2185005
South Coastal Counties Legal Services,122087,2008,MA,MA-12,Basic Field,13980,32030,40872,7000,166247,341,5061,165300,10378,3959,0,23991,23804,30555,95323,105730,6472,0,58425,27913,645,13655,917,22488,2902,0,0,4435,5437,0,0,56513,840,0,0,0,0,0,45819,42539,1373,0,0,0,0,3125,0,32,855086,163015,1018101,682908,335193
South Coastal Counties Legal Services,122087,2009,MA,MA-12,Basic Field,13500,24991,37334,6560,189439,0,4928,179224,9626,6572,0,9386,32618,27529,111498,108198,0,0,60020,39592,0,5746,0,21706,0,0,7332,4152,0,0,0,64505,2520,0,0,1166,387,0,15266,39341,0,0,0,0,0,580,0,0,888467,135249,1023716,707471,316245
South Coastal Counties Legal Services,122087,2010,MA,MA-12,Basic Field,20163,41575,69742,3800,191503,511,4778,202620,11364,10526,0,14837,48937,38994,6945,247410,0,0,61557,36807,0,9890,0,10393,1287,0,2288,3972,0,0,0,47965,0,0,0,2848,93,0,41244,49857,0,0,0,0,0,2125,0,0,1032352,151679,1184031,787544,396487
South Coastal Counties Legal Services,122087,2011,MA,MA-12,Basic Field,40803,26086,127109,4317,353264,7568,3836,409924,6903,2658,2074,9965,7777,7004,104300,266805,0,0,35325,26309,0,8394,0,14791,18387,0,183046,15116,787115,26835,17997,963796,21754,5745,14838,31615,265402,45529,390888,80224,0,0,93921,54542,0,20961,0,36302,1465212,3074013,4539225,3356316,1182909
South Coastal Counties Legal Services,122087,2012,MA,MA-12,Basic Field,2068,15162,15421,905,238987,29445,2661,271502,4556,2509,5453,5540,1297,9147,162972,112306,0,0,13930,6991,0,2563,0,16916,14434,0,181035,4364,642255,29772,14883,961997,26115,6038,16725,26920,340792,37964,962595,84310,0,0,89593,40907,0,16723,0,29355,920331,3526777,4447108,3436924,1010184
South Coastal Counties Legal Services,122087,2013,MA,MA-12,Basic Field,436,3148,23657,6172,168521,1711,3002,179622,5946,1543,4674,11654,22413,11534,234928,122541,0,7660,10176,49905,0,1946,0,6791,16738,0,32782,11089,274078,6700,8563,639201,18233,5034,9416,102589,50942,23538,79410,84271,0,0,51165,22848,0,3315,71,20383,877980,1460366,2338346,1782572,555774
South Coastal Counties Legal Services,122087,2014,MA,MA-12,Basic Field,6023,13466,12694,1101,173295,1884,3356,261317,4503,2538,4200,11893,3771,20780,194598,91340,0,0,14736,30558,0,4835,37,14813,10707,1859578,9159,22494,309150,7054,8459,660195,15497,3708,6266,19097,29728,29391,187746,78399,0,0,48429,18812,0,12539,187,15642,871738,3352237,4223975,1956040,2267935
South Coastal Counties Legal Services,122087,2015,MA,MA-12,Basic Field,16155,17163,12831,1182,153537,1794,3011,227201,2210,2125,3445,8869,2501,12096,245029,121261,0,0,10287,6999,0,6383,0,13383,6698,2249861,24711,20743,328187,9831,9964,653002,15065,4828,6059,15925,12701,26861,121745,63381,0,0,52791,19572,0,17002,132,14203,867462,3673262,4540724,1913343,2627381
South Coastal Counties Legal Services,122087,2016,MA,MA-12,Basic Field,9436,16050,4437,43,174441,130,683,210802,5605,1629,0,9250,0,16625,232913,137050,0,0,16300,10740,0,356,0,12139,10655,2299798,12838,14388,380040,16798,14677,839441,14376,5551,8405,41866,21391,46082,189020,31325,0,0,48068,107381,0,16407,158,14518,858629,4133183,4991812,2195032,2796780
South Coastal Counties Legal Services,122087,2017,MA,MA-12,Basic Field,9702,11783,320,260,186898,120,2483,241483,300,1715,0,3586,0,5040,239620,122733,0,0,420,1200,0,1501,0,12652,11314,2703482,76294,10385,396140,5568,13785,1011046,20888,14998,7611,34696,43764,51105,192636,75228,0,0,66113,188361,0,34527,342,21061,841816,4979344,5821160,2465784,3355376
"South Jersey Legal Services, Inc.",331020,2008,NJ,MNJ,Migrant Worker,0,0,0,873,11302,1207,293,51588,1075,196,0,4404,1477,2419,11052,15751,537,0,6184,3856,0,1110,0,3589,0,0,0,0,8794,0,0,56185,0,0,0,150,0,0,15525,18539,0,0,0,0,0,0,0,807,116913,1.00E+05,216913,188736,28177
"South Jersey Legal Services, Inc.",331020,2008,NJ,NJ-16,Basic Field,2167,0,21738,4529,321357,10125,3984,358346,4093,6393,0,38016,12814,16916,268836,140245,15148,0,52510,7196,216,7736,528,10995,10158,0,46480,18080,1895151,43281,69981,3280190,13411,25781,93872,118941,47108,296151,1172183,749553,12741,0,235208,60836,764,14599,906,64974,1303888,8270349,9574237,8185861,1388376
"South Jersey Legal Services, Inc.",331020,2009,NJ,MNJ,Migrant Worker,0,0,231,218,15050,467,44,56574,165,303,0,1235,269,3553,33006,8558,0,0,6553,819,0,462,0,1158,0,0,0,0,13182,0,0,46353,0,0,0,125,0,0,13571,26232,0,0,0,0,0,0,0,537,128665,1.00E+05,228665,212526,16139
"South Jersey Legal Services, Inc.",331020,2009,NJ,NJ-16,Basic Field,1600,0,38762,945,313776,6870,7348,463395,2351,5086,0,16449,9091,50364,201886,163918,0,0,77744,22760,0,3655,169,11881,12550,0,81224,24279,1687977,37277,61214,2840742,11777,22952,93872,89930,26390,280807,1145756,673333,0,0,295512,59853,0,9326,440,62166,1398050,7517377,8915427,7490783,1424644
"South Jersey Legal Services, Inc.",331020,2010,NJ,MNJ,Migrant Worker,0,0,100,144,13735,220,57,70347,81,104,0,477,104,2702,30464,13432,0,0,5426,367,0,407,0,758,0,0,0,0,17050,0,0,32738,0,0,0,291,0,0,16113,21358,0,0,0,0,0,0,0,0,138925,87550,226475,215237,11238
"South Jersey Legal Services, Inc.",331020,2010,NJ,NJ-16,Basic Field,2924,0,14980,4616,498319,6309,14456,518937,2518,25615,0,22208,5770,67147,210805,190162,0,0,46184,18869,0,12702,104,6765,9401,0,29469,19082,1545419,26916,51226,2479926,21787,21796,93872,64132,27015,197832,968686,588315,0,0,179907,48426,0,23632,1135,29893,1669390,6427867,8097257,7000569,1096688
"South Jersey Legal Services, Inc.",331020,2011,NJ,MNJ,Migrant Worker,0,0,267,70,20524,45,167,40460,33,0,0,337,87,1196,39736,24060,0,0,5143,397,0,437,0,222,0,0,0,0,19627,206,0,43154,152,0,0,567,0,1353,7725,4040,0,0,0,0,0,0,0,0,133181,76824,210005,199326,10679
"South Jersey Legal Services, Inc.",331020,2011,NJ,NJ-16,Basic Field,4661,0,7457,1544,413142,6379,19289,470031,3166,5490,0,19762,4656,72697,213260,145058,0,0,65263,15026,0,3173,85,5933,7664,0,20052,11134,1236787,9379,46001,1928445,13056,22093,93793,42441,14143,153037,623587,320424,0,0,161919,42660,0,13863,258,20114,1476072,4780850,6256922,5350734,906188
"South Jersey Legal Services, Inc.",331020,2012,NJ,MNJ,Migrant Worker,308,0,566,0,15620,63,1097,51970,16,0,0,265,85,1540,38069,0,0,0,3600,329,0,0,0,129,0,0,0,0,683,0,0,5604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113657,6287,119944,111946,7998
"South Jersey Legal Services, Inc.",331020,2012,NJ,NJ-16,Basic Field,3654,0,6434,1958,266855,4684,22131,482543,3986,5964,0,15154,4089,61886,157878,135397,0,0,59867,18665,0,2748,118,5672,8363,0,23214,9353,927156,6794,47357,1711383,13323,13135,93559,31249,10748,131638,495006,316875,0,0,129977,41319,0,9382,277,21684,1259683,4041792,5301475,4493093,808382
"South Jersey Legal Services, Inc.",331020,2013,NJ,MNJ,Migrant Worker,0,0,178,0,24482,94,551,50368,40,0,0,183,337,909,28932,0,0,0,4409,487,0,114,0,233,0,0,0,0,10698,0,0,14972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111317,25670,136987,129452,7535
"South Jersey Legal Services, Inc.",331020,2013,NJ,NJ-16,Basic Field,3808,0,8947,2013,300727,3929,20989,495116,2665,4448,0,9036,9962,60739,116511,100174,0,0,42493,16577,0,2234,64,8051,8692,0,36706,9698,922245,6877,53460,1633796,11203,12796,93559,24008,21856,192712,351950,306331,0,0,129522,50881,0,6067,149,32218,1208483,3904726,5113209,4226850,886359
"South Jersey Legal Services, Inc.",331020,2014,NJ,MNJ,Migrant Worker,125,0,323,0,26210,112,324,51142,0,448,0,256,653,1696,30837,0,0,0,5336,488,0,0,0,226,0,0,0,0,2779,0,0,2765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118176,5544,123720,113733,9987
"South Jersey Legal Services, Inc.",331020,2014,NJ,NJ-16,Basic Field,4230,0,12724,1889,324425,4717,24412,463640,4038,6612,0,8813,9188,64033,104939,111822,0,0,48918,19252,0,1805,111,6385,8145,0,34432,8451,828600,6735,50912,1529072,9971,24313,93559,15924,12318,220311,267610,254902,0,0,117275,42063,0,4969,247,19832,1221953,3549641,4771594,3885010,886584
"South Jersey Legal Services, Inc.",331020,2015,NJ,MNJ,Migrant Worker,255,0,501,0,31954,100,1523,51324,131,0,0,480,250,1517,17861,0,0,0,5972,380,0,140,0,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113214,0,113214,101139,12075
"South Jersey Legal Services, Inc.",331020,2015,NJ,NJ-12,Basic Field,1128,0,6359,309,143720,1324,9705,307381,4099,559,0,5186,5246,17252,13582,21976,3539,0,55349,3402,0,4438,0,2959,1410,0,18420,2789,138281,1832,9571,430248,2704,887,0,6216,5995,23693,18785,33997,9390,0,113851,36,0,2486,0,2624,607513,823215,1430728,1107970,322758
"South Jersey Legal Services, Inc.",331020,2015,NJ,NJ-16,Basic Field,1572,0,6106,180,327066,1886,9895,549455,3979,6477,0,6705,7558,32793,101391,140270,1745,0,32062,10908,0,4090,20,3755,8385,0,63939,14332,1647939,8732,49313,2709599,16332,21941,88476,30806,32259,179848,534783,516881,47273,0,161269,52039,0,15698,269,23207,1247913,6223320,7471233,6527384,943849
"South Jersey Legal Services, Inc.",331020,2016,NJ,MNJ,Migrant Worker,0,0,0,0,12969,0,0,68648,0,0,0,0,0,0,19593,30061,0,0,0,0,0,0,0,0,389,0,682,476,37545,16,2427,3285,0,24,0,1205,386,332,0,0,0,0,840,50,0,2293,0,717,131271,50667,181938,172101,9837
"South Jersey Legal Services, Inc.",331020,2016,NJ,NJ-12,Basic Field,1790,0,10785,1550,272265,1314,10475,381368,2615,1914,0,4706,5478,21432,30029,59148,0,0,57755,0,0,3159,0,3235,964,0,6679,2830,202425,1694,6468,366039,3389,1220,0,6743,3594,18939,39223,34723,0,0,83145,7549,0,4395,0,1083,869018,791102,1660120,1385220,274900
"South Jersey Legal Services, Inc.",331020,2016,NJ,NJ-16,Basic Field,1759,0,6403,531,440107,2153,9545,611539,4052,5784,0,8763,8674,34277,97146,134559,0,0,27851,9348,0,4127,37,6135,8823,0,63248,15839,2088758,8523,54892,2872045,27449,14436,32571,54583,29471,330195,586647,514740,1514,0,175370,48385,0,17361,135,22269,1412790,6967254,8380044,7345541,1034503
"South Jersey Legal Services, Inc.",331020,2017,NJ,MNJ,Migrant Worker,0,0,0,0,30226,0,0,26621,0,91,0,0,0,0,11290,28108,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,96706,120,96826,96245,581
"South Jersey Legal Services, Inc.",331020,2017,NJ,NJ-12,Basic Field,2843,0,2956,234,270285,2151,7667,336884,3289,2579,0,5069,5882,17608,32850,38619,0,0,80700,0,0,1666,0,2737,1798,0,1942,3869,245773,1291,7339,430838,1647,1203,0,3521,3462,22246,42685,20085,0,0,88276,4746,0,1302,0,791,814019,882814,1696833,1418019,278814
"South Jersey Legal Services, Inc.",331020,2017,NJ,NJ-16,Basic Field,4374,0,5541,348,391830,3101,12149,610853,3829,4272,0,10224,9563,34964,123552,142764,0,0,47849,8523,0,2132,32,3920,15485,0,20190,14692,1724785,7454,52759,2734353,14763,10599,32571,33372,23307,162946,559550,533580,0,0,161592,41708,0,12960,105,14220,1419820,6170991,7590811,6821267,769544
