org_name,recipient_id,grant_year,state,service_area__c,service_area_type__c,lsc_expenditures__c_Audit_Non_Personnel_Expenses,lsc_expenditures__c_Contract_Services_to_Clients_Non_Personnel_Expenses,lsc_expenditures__c_Contract_Services_to_Recipient_Non_Personnel_Expenses,lsc_expenditures__c_Dues_and_Fees_Non_Personnel_Expenses,lsc_expenditures__c_Employee_Benefits_Personnel_Expenses,lsc_expenditures__c_Equipment_Rental_Non_Personnel_Expenses,lsc_expenditures__c_Insurance_Non_Personnel_Expenses,lsc_expenditures__c_Lawyers_Wages_Personnel_Expenses,lsc_expenditures__c_Library_Non_Personnel_Expenses,lsc_expenditures__c_Litigation_Non_Personnel_Expenses,lsc_expenditures__c_Mortgage_Payments_Non_Personnel_Expenses,lsc_expenditures__c_Office_Supplies_Non_Personnel_Expenses,lsc_expenditures__c_Other_Non_Personnel_Expenses,lsc_expenditures__c_Other_Space_Expense_Non_Personnel_Expenses,lsc_expenditures__c_Other_Staff_Wages_Personnel_Expenses,lsc_expenditures__c_Paralegals_Wages_Personnel_Expenses,lsc_expenditures__c_Property_Acquisition_Non_Personnel_Expenses,lsc_expenditures__c_Purchase_Payments_Non_Personnel_Expenses,lsc_expenditures__c_Space_Rent_Lease_Non_Personnel_Expenses,lsc_expenditures__c_Telephone_Non_Personnel_Expenses,lsc_expenditures__c_Training_Board_Non_Personnel_Expenses,lsc_expenditures__c_Training_Staff_Other_Non_Personnel_Expenses,lsc_expenditures__c_Travel_Board_Non_Personnel_Expenses,lsc_expenditures__c_Travel_Staff_Other_Non_Personnel_Expenses,non_lsc_expenditures__c_Audit_Non_Personnel_Expenses,non_lsc_expenditures__c_Contract_Services_to_Clients_Non_Personnel_Expenses,non_lsc_expenditures__c_Contract_Services_to_Recipient_Non_Personnel_Expenses,non_lsc_expenditures__c_Dues_and_Fees_Non_Personnel_Expenses,non_lsc_expenditures__c_Employee_Benefits_Personnel_Expenses,non_lsc_expenditures__c_Equipment_Rental_Non_Personnel_Expenses,non_lsc_expenditures__c_Insurance_Non_Personnel_Expenses,non_lsc_expenditures__c_Lawyers_Wages_Personnel_Expenses,non_lsc_expenditures__c_Library_Non_Personnel_Expenses,non_lsc_expenditures__c_Litigation_Non_Personnel_Expenses,non_lsc_expenditures__c_Mortgage_Payments_Non_Personnel_Expenses,non_lsc_expenditures__c_Office_Supplies_Non_Personnel_Expenses,non_lsc_expenditures__c_Other_Non_Personnel_Expenses,non_lsc_expenditures__c_Other_Space_Expense_Non_Personnel_Expenses,non_lsc_expenditures__c_Other_Staff_Wages_Personnel_Expenses,non_lsc_expenditures__c_Paralegals_Wages_Personnel_Expenses,non_lsc_expenditures__c_Property_Acquisition_Non_Personnel_Expenses,non_lsc_expenditures__c_Purchase_Payments_Non_Personnel_Expenses,non_lsc_expenditures__c_Space_Rent_Lease_Non_Personnel_Expenses,non_lsc_expenditures__c_Telephone_Non_Personnel_Expenses,non_lsc_expenditures__c_Training_Board_Non_Personnel_Expenses,non_lsc_expenditures__c_Training_Staff_Other_Non_Personnel_Expenses,non_lsc_expenditures__c_Travel_Board_Non_Personnel_Expenses,non_lsc_expenditures__c_Travel_Staff_Other_Non_Personnel_Expenses,Total_lsc_expenditures__c,Total_non_lsc_expenditures__c,Total_lsc_nonlsc_expenditures__c,Total_Personnel_Expenses,Total_Non_Personnel_Expenses
Southeast Louisiana Legal Services Corporation,619081,2008,LA,LA-12,Basic Field,3246,132783,0,5702,471311,4077,11337,1037450,30056,5510,0,31493,0,13042,474085,161820,0,0,184158,22369,138,11188,1695,25607,8204,237562,2500,21055,306498,117687,12818,1076839,10063,8250,0,30436,28546,20850,157729,90099,8326,0,62498,6565,12,7928,175,3820,2627067,2218460,4845527,3775831,1069696
Southeast Louisiana Legal Services Corporation,619081,2009,LA,LA-12,Basic Field,0,60673,2000,0,531920,0,20014,1159782,43059,0,0,30319,90438,0,523139,194735,0,0,0,18427,0,8499,0,30826,11450,0,2030,33007,260724,101785,3295,1104538,2370,9014,0,10595,84538,31767,100609,39581,0,0,237359,3878,1590,6825,3035,3146,2713831,2051136,4764967,3915028,849939
Southeast Louisiana Legal Services Corporation,619081,2010,LA,LA-12,Basic Field,2000,132000,0,0,634659,10000,15000,1090000,30000,0,0,10000,15000,20000,573207,172793,0,0,180000,15000,0,5000,0,20000,9450,49866,23792,26447,230499,69167,8685,1223453,11088,7704,0,27310,257755,15433,63307,42098,0,0,58640,13207,227,9524,1384,18795,2924659,2167831,5092490,4030016,1062474
Southeast Louisiana Legal Services Corporation,619081,2011,LA,LA-1,Basic Field,0,15833,4018,0,85698,0,0,186338,5412,107,0,5056,39169,10220,69795,351,0,0,7493,5586,0,1272,329,5778,0,0,0,929,28304,0,0,127003,0,0,0,1954,9619,0,2834,0,0,0,4932,920,0,253,0,6000,442455,182748,625203,500323,124880
Southeast Louisiana Legal Services Corporation,619081,2011,LA,LA-12,Basic Field,3000,121000,0,10000,525914,25000,20000,1095000,30000,0,0,25000,26000,31000,515000,167000,0,0,150000,18000,0,10000,1500,30000,8850,281781,23370,9074,305540,46490,4819,1202752,9588,11567,0,14958,20035,6565,88136,65345,28934,0,92434,10903,75,12363,111,23275,2803414,2266965,5070379,3964687,1105692
Southeast Louisiana Legal Services Corporation,619081,2012,LA,LA-1,Basic Field,5461,67000,11213,13175,228205,28680,9484,573214,20947,6242,0,38699,2888,24516,210703,739,0,0,0,19388,0,7521,1250,18768,2600,5000,365,3450,100047,0,0,440535,0,25,62106,4666,85727,13542,7372,0,0,0,18000,2313,0,49,0,19194,1288093,764991,2053084,1560815,492269
Southeast Louisiana Legal Services Corporation,619081,2012,LA,LA-12,Basic Field,2000,77054,12000,0,501874,0,10000,934229,26695,0,0,20000,0,19000,500061,139781,0,0,135000,10000,0,0,1000,7000,3889,218988,5066,17032,310766,44578,4743,1220045,5869,9679,0,35494,58742,5378,73295,94940,0,0,102334,18096,0,13741,943,28497,2395694,2272115,4667809,3774991,892818
Southeast Louisiana Legal Services Corporation,619081,2013,LA,LA-1,Basic Field,5254,59088,11457,14680,259116,28365,9284,535036,19499,6874,0,30874,7903,29100,220429,0,0,0,0,23895,0,5551,5420,27193,1634,0,0,4449,250778,296,0,342799,0,39,62106,7778,0,6894,10886,0,0,0,0,4231,0,1705,0,12574,1299018,706169,2005187,1619044,386143
Southeast Louisiana Legal Services Corporation,619081,2013,LA,LA-12,Basic Field,0,63000,0,0,455809,0,0,874921,20000,0,0,0,0,0,540000,1.00E+05,0,0,1.00E+05,0,0,0,0,0,6619,80428,17996,18609,183816,24865,14581,1358432,10627,10759,0,40715,75203,25740,130359,81718,0,0,149438,30135,0,7015,8513,30138,2153730,2305706,4459436,3725055,734381
Southeast Louisiana Legal Services Corporation,619081,2014,LA,LA-13,Basic Field,2000,78750,4860,10000,575696,14353,10800,1264407,10700,3020,0,23854,0,10580,554193,74636,0,0,179623,23503,0,5000,6000,25700,12210,87185,24534,22921,533956,16308,13065,1672577,40707,14684,62106,40100,35821,53305,278456,61830,18091,0,93289,17962,0,12527,516,29132,2877675,3141282,6018957,5015751,1003206
Southeast Louisiana Legal Services Corporation,619081,2015,LA,LA-13,Basic Field,8345,116711,25356,7107,508976,28535,19796,1092179,30179,9173,0,34283,8001,53751,592922,81143,0,0,140684,24648,0,4480,1098,20186,5865,75094,3288,25772,484988,6482,1412,1740595,1828,2905,62106,33756,24601,10218,156320,67617,0,0,111129,19224,0,27427,0,38463,2807553,2899090,5706643,4724740,981903
Southeast Louisiana Legal Services Corporation,619081,2016,LA,LA-13,Basic Field,5235,171253,30418,10448,724401,32730,22337,1055985,33993,13183,0,49613,14989,50951,669805,219445,0,0,153792,27052,0,8827,1116,49010,8975,191943,3000,23718,496072,2476,0,1902109,4970,7071,62106,35920,346,10857,133479,13182,0,0,102899,17814,0,19508,0,22742,3344583,3059187,6403770,5214478,1189292
Southeast Louisiana Legal Services Corporation,619081,2017,LA,LA-13,Basic Field,5000,122342.31,19983,24646.7,680325.24,23052.22,22500,1100000,34901.81,8556.36,0,53576.47,15605.25,57455.29,760000,120000,7896.02,0,132629.78,38712.18,0,13249.89,1493.31,49256.71,9210,361918,1500,13284.39,741451.38,1301.9,1210.78,2488271.89,3990,25612.48,62105.88,46946.48,26045.41,10278.52,118870.47,99768.41,10000.04,0,127983.26,16666.97,0,18273.31,0,22001.9,3291182.54,4206691.47,7497874.01,6108687.39,1389186.62
"Southern Arizona Legal Aid, Inc.",703050,2008,AZ,AZ-5,Basic Field,10651,2563,20654,0,109060,90121,12403,366230,28395,11699,0,66342,0,23193,582680,204883,16105,0,231486,158023,0,10056,1848,15797,1674,90155,21836,9146,130646,24818,6628,587944,4390,7641,0,58749,0,8875,237103,208892,0,0,32189,23268,0,4953,765,20678,1962189,1480350,3442539,2427438,1015101
"Southern Arizona Legal Aid, Inc.",703050,2008,AZ,NAZ-6,Native American,1072,0,3858,0,38103,24980,4344,136026,3636,1463,0,16877,0,14743,182691,89788,0,0,17656,21405,0,3766,0,11054,0,0,20,0,22832,5495,932,74952,326,0,0,1784,0,998,100888,107466,0,0,0,2224,0,0,0,1782,571462,319699,891161,752746,138415
"Southern Arizona Legal Aid, Inc.",703050,2009,AZ,AZ-5,Basic Field,10534,0,3496,0,116623,81918,13345,416237,29352,13698,0,70716,0,14157,668977,160580,10367,0,279044,129789,0,16675,2987,7820,2411,50260,9890,10021,127397,8882,4334,612490,4576,7533,0,49728,0,1402,223831,213313,0,0,50772,25811,0,5486,0,31950,2046315,1440087,3486402,2539448,946954
"Southern Arizona Legal Aid, Inc.",703050,2009,AZ,NAZ-6,Native American,1202,0,1288,0,43702,22370,3871,156627,4466,1711,0,22158,63,7312,210283,99387,2958,0,24906,17453,0,2077,399,11649,0,0,0,0,23566,4519,853,94939,562,0,0,1541,2,451,97690,101695,0,0,0,1843,0,0,0,2756,633882,330417,964299,827889,136410
"Southern Arizona Legal Aid, Inc.",703050,2010,AZ,AZ-5,Basic Field,9912,0,7530,0,113644,74925,13558,402357,26622,13493,0,88945,0,16319,803197,178911,7527,0,294366,117030,0,16105,0,27944,2878,37545,14609,11783,111457,8897,4428,685383,3691,7533,0,21459,0,947,141353,169448,0,0,42216,29339,0,4026,0,12551,2212385,1309543,3521928,2605750,916178
"Southern Arizona Legal Aid, Inc.",703050,2010,AZ,NAZ-6,Native American,1421,0,1349,0,46328,22098,4496,213326,4867,2145,0,18912,0,7428,270806,139925,0,0,30487,23347,0,5678,0,13552,0,0,0,0,19778,1441,285,48372,322,0,0,320,0,82,57798,64074,0,0,0,1158,0,0,0,1414,806165,195044,1001209,860407,140802
"Southern Arizona Legal Aid, Inc.",703050,2011,AZ,AZ-5,Basic Field,12693,0,13216,0,79228,58547,13463,312698,23310,16051,0,108834,0,13946,742684,161925,6343,0,289035,123257,542,13066,1251,31653,797,19000,31842,11520,115067,3737,1061,685317,1780,2298,0,15080,0,667,127441,177347,0,0,21300,10259,0,642,0,22441,2021742,1247596,3269338,2401707,867631
"Southern Arizona Legal Aid, Inc.",703050,2011,AZ,NAZ-6,Native American,710,0,589,0,29924,19302,4728,173899,5104,0,0,13604,0,6758,202273,97488,0,0,29018,29350,1238,2421,1554,4554,0,0,0,0,26855,3030,137,57509,83,0,0,278,0,243,37818,99629,0,0,0,312,0,0,0,387,622514,226281,848795,725395,123400
"Southern Arizona Legal Aid, Inc.",703050,2012,AZ,AZ-5,Basic Field,11233,0,15302,0,104421,46778,12833,280394,24676,16717,0,72814,0,14539,703628,122862,8325,0,293618,94944,0,16487,0,25756,1440,40000,19156,10114,99404,13376,1264,691506,3073,8111,0,32058,0,467,135982,195723,0,0,32229,16470,0,7066,0,20304,1865327,1327743,3193070,2333920,859150
"Southern Arizona Legal Aid, Inc.",703050,2012,AZ,NAZ-6,Native American,1894,0,2931,0,32428,17046,3605,144152,3631,3300,0,19729,0,6767,205002,88680,0,0,41660,32506,0,2901,0,12531,0,0,1,1050,27796,233,42,76552,21,0,0,123,0,108,33617,113053,0,0,0,483,0,550,0,2192,618763,255821,874584,721280,153304
"Southern Arizona Legal Aid, Inc.",703050,2013,AZ,AZ-5,Basic Field,11720,0,138391,0,88913,65042,12943,299115,21680,14441,0,79824,0,15066,513277,105251,7969,0,268004,82344,500,13565,0,20513,1769,40000,13875,11551,130636,22507,1953,761137,4733,9791,0,42872,0,1765,302145,211302,0,0,61818,33983,0,3664,0,18555,1758558,1674056,3432614,2411776,1020838
"Southern Arizona Legal Aid, Inc.",703050,2013,AZ,NAZ-6,Native American,1499,0,16821,17,31076,13711,3222,135829,3042,2565,0,22043,0,7441,177400,82475,0,0,31118,47096,1044,1427,0,8467,0,0,0,0,26328,343,90,67418,106,0,0,499,0,79,36060,135831,0,0,0,4765,0,0,0,4172,586293,275691,861984,692417,169567
"Southern Arizona Legal Aid, Inc.",703050,2014,AZ,AZ-5,Basic Field,9883,0,47875,0,139296,57577,9987,526215,24133,23219,0,79579,0,11736,656180,157717,17438,0,214990,93286,196,22605,3132,23728,3942,40000,19063,11599,126828,21742,3478,636820,11351,10382,0,40281,0,2679,295688,188660,0,0,84610,26465,0,14874,0,12575,2118772,1551037,3669809,2727404,942405
"Southern Arizona Legal Aid, Inc.",703050,2014,AZ,NAZ-6,Native American,1536,0,7250,0,36096,12147,2473,127793,3712,0,0,16867,0,8612,196945,74577,0,0,27652,47254,196,0,1024,11560,0,0,0,0,29114,372,80,91922,214,0,0,415,0,361,43977,154322,0,0,0,5859,0,0,0,4180,575694,330816,906510,754746,151764
"Southern Arizona Legal Aid, Inc.",703050,2015,AZ,AZ-5,Basic Field,6703,0,15231,0,126781,43876,7881,636164,18552,12539,0,63607,0,16315,549395,260823,11124,0,177045,76740,0,15996,196,28973,7187,40000,130168,14376,101074,38821,5778,513673,13743,12692,0,56072,0,4005,445717,122737,9273,0,153500,44567,0,13087,0,15117,2067941,1741587,3809528,2756364,1053164
"Southern Arizona Legal Aid, Inc.",703050,2015,AZ,NAZ-6,Native American,1953,0,4439,0,41448,15337,2118,190559,3812,3436,0,17615,0,2460,206760,95048,2521,0,39354,43762,0,1517,0,12034,0,0,0,0,17804,3217,614,63281,245,3,0,2770,0,4521,62898,99689,0,0,0,11075,0,590,0,8004,684173,274711,958884,777487,181397
"Southern Arizona Legal Aid, Inc.",703050,2016,AZ,AZ-5,Basic Field,9519,0,64806,0,135249,56975,10637,596637,24347,7082,0,63695,0,15785,574550,234062,30985,0,224738,75353,0,16819,2153,25655,6615,40000,45461,11849,138963,37456,6310,658768,13382,16707,0,49440,0,3930,404513,234046,0,0,148680,40145,0,11213,0,19077,2169047,1886555,4055602,2976788,1078814
"Southern Arizona Legal Aid, Inc.",703050,2016,AZ,NAZ-6,Native American,2805,0,19098,0,42749,23197,4056,178865,6482,1693,0,22484,0,8377,244838,58570,1240,0,53796,57345,0,1988,1480,11246,0,0,0,17,21739,0,0,58706,0,0,0,4,0,0,27476,122124,0,0,0,0,0,0,0,3280,740309,233346,973655,755067,218588
"Southern Arizona Legal Aid, Inc.",703050,2017,AZ,AZ-5,Basic Field,17006.8,0,44693.22,1463.39,108121,41611.93,9824.44,401887.28,28844.99,8203.06,0,76049.54,0,15702.23,745496.52,172775.08,37393.87,0,165700.88,107783.78,0,6436.72,572.75,28166.28,0,50832.65,36238.14,12986.84,135504.49,8468.13,28519.63,745435.61,4549.69,10735.4,0,38584.3,73866.71,3741.59,292129.03,198200,12937.35,0,164583.42,39973.93,0,12974.62,1053.14,15744.85,2017733.76,1887059.52,3904793.28,2799549.01,1105244.27
"Southern Arizona Legal Aid, Inc.",703050,2017,AZ,NAZ-6,Native American,4430.12,0,4340.6,186.94,25971.08,9473.56,3168.57,123183.47,5528.37,1027.49,0,10608.94,0,6749.26,176804.97,65500.24,247.97,371.75,90631.69,60426.83,0,273.75,0,11054.7,0,0,0,0,24062.85,62.89,24.81,73422.52,1.56,90,0,24.38,0,0,32837.9,137660.52,0,0,3310.67,7225.18,0,0,0,6576.1,599980.3,285299.38,885279.68,659443.55,225836.13
"Southern Minnesota Regional Legal Services, Inc.",524030,2008,MN,MMN,Migrant Worker,1075,0,0,817,32745,0,687,86028,2871,215,0,2091,6627,1613,26884,0,0,0,10909,6011,0,1462,0,13819,0,0,0,0,7357,0,0,6209,0,0,0,0,0,0,28448,0,0,0,9813,0,0,0,0,0,193854,51827,245681,187671,58010
"Southern Minnesota Regional Legal Services, Inc.",524030,2008,MN,MN-5,Basic Field,4954,23442,0,1865,243233,4410,1499,474835,3926,5800,0,11722,24265,355,177224,104021,0,0,62119,13552,0,5806,0,16417,37905,0,0,19709,1409296,36994,5375,3149374,27560,24572,0,72716,837314,23935,889479,635429,0,0,364746,148386,0,11284,300,124083,1179445,7818457,8997902,7082891,1915011
"Southern Minnesota Regional Legal Services, Inc.",524030,2008,ND,MND,Migrant Worker,592,0,0,449,19399,1656,355,26319,1580,119,0,1151,2900,887,14787,25792,0,0,4613,3303,0,804,0,7601,479,0,0,364,15698,1340,287,21296,1277,95,0,930,3988,718,11964,20869,0,0,3733,2673,0,651,0,6149,112307,92511,204818,156124,48694
"Southern Minnesota Regional Legal Services, Inc.",524030,2009,MN,MMN,Migrant Worker,800,0,0,800,48514,850,500,69994,1400,800,0,2100,6800,100,13840,32642,0,0,12600,6000,0,1500,0,14100,1300,0,0,400,32600,1450,500,82752,2000,400,0,5900,36900,850,15588,0,0,0,11500,3600,0,700,0,19100,213340,215540,428880,295930,132950
"Southern Minnesota Regional Legal Services, Inc.",524030,2009,MN,MN-5,Basic Field,4955,23440,0,1865,242855,4410,690,550000,3925,5800,0,11720,24990,355,185000,140000,0,0,62120,13550,0,5805,0,16420,32489,19802,1384,11046,1576741,30713,7264,2880280,39326,10172,0,39759,727033,11065,1096463,605856,0,0,404635,145104,0,21542,260,80765,1297900,7741699,9039599,7277195,1762404
"Southern Minnesota Regional Legal Services, Inc.",524030,2009,ND,MND,Migrant Worker,592,0,0,449,21525,1656,355,30000,1580,119,0,1151,2408,500,16700,29360,0,0,5500,3303,0,804,0,7593,408,0,0,401,6538,1344,345,15847,1220,81,0,1049,4592,1000,7571,12592,0,0,2300,2697,0,596,0,6407,123595,64988,188583,140133,48450
"Southern Minnesota Regional Legal Services, Inc.",524030,2010,MN,MMN,Migrant Worker,0,0,0,1326,50488,850,630,63867,1687,23,0,1026,4883,175,27215,9712,0,0,9183,2900,0,30,0,8784,0,0,0,0,0,0,0,0,0,8,0,12,140,0,0,0,0,0,0,0,0,0,0,0,182779,160,182939,151282,31657
"Southern Minnesota Regional Legal Services, Inc.",524030,2010,MN,MN-5,Basic Field,0,0,0,2000,256627,6604,1000,564752,1358,2092,0,10429,17856,542,225800,145430,0,0,98665,23567,0,1462,0,20180,55781,29581,0,22403,1316518,18120,13041,2714887,27495,14580,0,44313,839769,17214,908784,598843,0,0,352020,152430,0,21720,339,70017,1378364,7217855,8596219,6731641,1864578
"Southern Minnesota Regional Legal Services, Inc.",524030,2010,ND,MND,Migrant Worker,0,0,0,200,19435,761,370,38000,744,0,0,800,1971,0,8000,34000,0,0,6481,12943,0,338,0,6956,0,0,0,0,1008,0,0,2645,0,0,0,0,595,0,3552,4398,0,0,85,0,0,0,0,6600,130999,18883,149882,111038,38844
"Southern Minnesota Regional Legal Services, Inc.",524030,2011,MN,MMN,Migrant Worker,0,0,0,0,46637,1212,0,67473,593,0,0,352,3453,2565,7699,15555,0,0,582,4108,0,20,0,8073,0,0,0,0,119,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,158322,150,158472,137483,20989
"Southern Minnesota Regional Legal Services, Inc.",524030,2011,MN,MN-5,Basic Field,0,0,0,469,252825,4282,0,580120,1774,440,0,10042,21624,1246,231502,117394,0,0,96016,29594,0,1238,0,16573,30724,43691,0,14671,1050676,19545,27217,2576244,19373,9728,0,39397,754554,14606,822094,537758,0,0,334975,121238,0,12467,100,61177,1365139,6490235,7855374,6168613,1686761
"Southern Minnesota Regional Legal Services, Inc.",524030,2011,ND,MND,Migrant Worker,0,0,0,200,14184,1892,0,23365,459,0,0,1616,3494,439,3038,27964,0,0,7800,11028,0,183,0,9276,0,0,0,-760,1810,0,0,4915,0,0,0,0,23,0,9632,6565,0,0,0,0,0,0,0,0,104938,22185,127123,91473,35650
"Southern Minnesota Regional Legal Services, Inc.",524030,2012,MN,MMN,Migrant Worker,0,0,0,655,34585,696,410,56689,2458,655,0,2254,6318,1529,18800,26016,0,0,14619,7864,0,1229,0,13679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188456,0,188456,136090,52366
"Southern Minnesota Regional Legal Services, Inc.",524030,2012,MN,MN-5,Basic Field,0,0,0,0,118685,3587,4925,488761,6294,0,0,15525,1686,122,267145,109846,0,0,73187,42034,0,93,0,14624,30437,306163,0,13315,924197,14608,13855,2666659,29300,6719,0,22457,319967,23700,880626,547510,0,0,339713,69673,0,38913,261,76028,1146514,6324101,7470615,6003429,1467186
"Southern Minnesota Regional Legal Services, Inc.",524030,2012,ND,MND,Migrant Worker,0,0,0,1365,15627,1663,410,17878,689,82,0,2402,8144,328,1181,33475,0,0,7150,11765,0,819,0,6201,0,0,0,0,1810,0,0,5013,0,0,0,0,0,0,5061,6696,0,0,0,0,0,0,0,0,109179,18580,127759,86741,41018
"Southern Minnesota Regional Legal Services, Inc.",524030,2013,MN,MMN,Migrant Worker,0,0,0,0,36918,2500,2768,58439,2407,2000,0,2500,1509,0,20155,23074,0,0,14318,10000,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184588,0,184588,138586,46002
"Southern Minnesota Regional Legal Services, Inc.",524030,2013,MN,MN-5,Basic Field,5000,0,0,0,208694,6037,3000,519964,7000,5000,0,15009,3627,0,173154,132272,0,0,77018,42514,0,0,0,18000,17810,117850,0,17007,1130393,23373,12460,2589587,50537,1421,0,30899,524070,140940,866127,580640,0,0,337857,109378,0,32634,71,82100,1216289,6665154,7881443,6200831,1680612
"Southern Minnesota Regional Legal Services, Inc.",524030,2013,ND,MND,Migrant Worker,0,0,0,0,16040,4291,1000,16040,1000,208,0,2500,3744,0,5694,26944,0,0,10350,12047,0,0,0,7078,0,0,0,0,6811,0,0,5000,0,0,0,0,0,0,0,8500,0,0,0,0,0,0,0,0,106936,20311,127247,85029,42218
"Southern Minnesota Regional Legal Services, Inc.",524030,2014,MN,MMN,Migrant Worker,0,0,0,650,38686,5783,3805,57534,2429,2000,0,3611,197,0,859,32252,0,0,27861,12000,0,0,0,15012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202679,0,202679,129331,73348
"Southern Minnesota Regional Legal Services, Inc.",524030,2014,MN,MN-5,Basic Field,6525,0,0,3590,276132,10066,4676,633152,10564,1501,0,26072,385,36,221878,124547,0,0,113652,56818,0,0,0,25874,25600,42530,0,47806,938045,24362,11175,2108488,79926,6502,0,173212,511650,17454,1077482,451588,0,0,256803,112524,0,30414,914,70895,1515468,5987370,7502838,5831312,1671526
"Southern Minnesota Regional Legal Services, Inc.",524030,2014,ND,MND,Migrant Worker,0,0,0,975,11366,2141,0,27441,2566,170,0,2823,0,0,0,39830,0,0,4757,8197,0,220,0,6335,0,0,0,0,533,0,0,403,0,0,0,0,0,0,31,4093,0,0,0,0,0,0,0,0,106821,5060,111881,83697,28184
"Southern Minnesota Regional Legal Services, Inc.",524030,2015,MN,MMN,Migrant Worker,0,0,0,0,28740,2441,0,92478,310,60,0,2435,252,0,3081,44006,0,0,6369,0,0,383,0,19573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200128,0,200128,168305,31823
"Southern Minnesota Regional Legal Services, Inc.",524030,2015,MN,MN-5,Basic Field,25,0,0,0,253193,1950,0,749574,11457,2578,0,1664,7025,7851,296980,157230,0,0,55368,0,0,1745,0,18848,550,0,0,46152,1301435,44884,24930,2861457,62091,44188,0,105015,617171,24482,930541,551198,0,0,412075,148891,0,29805,3591,69083,1565488,7277539,8843027,7101608,1741419
"Southern Minnesota Regional Legal Services, Inc.",524030,2015,ND,MND,Migrant Worker,0,0,0,0,18477,1949,0,43490,1230,0,0,1286,1043,0,0,33722,0,0,4583,2148,0,0,0,8015,0,0,0,0,521,991,0,158,473,0,0,1265,541,0,117,834,0,0,3730,1997,0,0,0,0,115943,10627,126570,97319,29251
"Southern Minnesota Regional Legal Services, Inc.",524030,2016,MN,MMN,Migrant Worker,0,0,0,0,44117,1821,0,98734,0,658,0,1150,133,0,2727,24581,0,0,12486,2158,0,350,0,16373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205288,0,205288,170159,35129
"Southern Minnesota Regional Legal Services, Inc.",524030,2016,MN,MN-5,Basic Field,10388,0,3750,0,328759,0,0,742326,0,934,0,21,644,5149,255741,111310,0,0,100472,22747,0,1213,0,17647,24263,0,1487,27267,1325096,44633,25569,2801890,83673,51373,0,127206,515170,28902,1108137,519360,46704,0,356554,137974,0,14340,126,52348,1601101,7292072,8893173,7192619,1700554
"Southern Minnesota Regional Legal Services, Inc.",524030,2016,ND,MND,Migrant Worker,0,0,0,0,20446,2751,0,52906,689,0,0,2640,765,0,4794,11556,0,0,8940,3331,0,1250,0,8867,0,0,0,0,238,1821,0,666,320,0,0,2367,134,0,0,137,0,0,4470,1281,0,0,0,0,118935,11434,130369,90743,39626
"Southern Minnesota Regional Legal Services, Inc.",524030,2017,MN,MMN,Migrant Worker,0,0,0,0,36087,0,0,78808,501,1404,0,8439,252,0,2061,25993,0,0,0,998,0,833,0,9004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164380,0,164380,142949,21431
"Southern Minnesota Regional Legal Services, Inc.",524030,2017,MN,MN-5,Basic Field,9215,0,0,0,331299,0,0,677715,0,2217,0,28,1400,0,402042,115513,0,0,0,0,0,10,0,16080,23664,37460,0,26748,1325485,35260,26072,3012023,83799,50859,0,156068,423700,0,986217,500633,42473,0,490070,164515,0,22306,0,95223,1555519,7502575,9058094,7350927,1707167
"Southern Minnesota Regional Legal Services, Inc.",524030,2017,ND,MND,Migrant Worker,0,0,0,0,20273,1654,0,42260,793,0,0,3043,380,0,262,25328,0,0,10200,1141,0,485,0,5486,0,0,0,25,2903,716,0,5104,655,0,0,1687,0,0,35,3438,0,0,0,1731,0,0,0,4551,111305,20845,132150,99603,32547
"Southwest Virginia Legal Aid Society, Inc.",447020,2008,VA,VA-15,Basic Field,3300,77421,2349,1905,214254,16879,8035,-16433,6883,1258,0,21936,0,-1101,249577,124030,12180,0,16003,5069,0,12524,1993,4895,4200,4286,90039,15603,308417,12977,2701,786066,16028,0,0,40300,3309,16103,107534,302384,0,0,40027,44105,0,36110,0,45725,762957,1875914,2638871,2075829,563042
"Southwest Virginia Legal Aid Society, Inc.",447020,2009,VA,VA-15,Basic Field,5000,94063,0,1800,266354,20626,6648,5923,6009,2410,0,30783,4853,27853,84616,76549,10372,0,37608,4583,0,19771,2024,16396,4000,0,45002,9980,300506,14495,7992,775520,17067,0,0,39587,12275,3200,330989,403556,0,0,21269,40566,0,28746,0,32382,724241,2087132,2811373,2244013,567360
"Southwest Virginia Legal Aid Society, Inc.",447020,2010,VA,VA-15,Basic Field,5000,86900,0,3160,270264,22314,7429,126161,8108,1335,0,31429,6189,7294,280636,0,19754,0,20221,12046,0,-5249,1266,14288,4000,0,75320,8885,261335,12271,7817,865618,13422,0,0,28948,0,3200,50057,407261,0,0,37257,31582,0,33623,0,28289,918545,1868885,2787430,2261332,526098
